Cleaned_Comment,Emoji_Sentiment_Score,Text_Sentiment,Text_Sentiment_Score,Final_Sentiment
what happen to the sports court flooring 😭😂😂😂😑,0.0517999999999999,Positive,0.6808,Positive
can i get one subscribe on my channel on my birthday plzzz 😭😭,-0.093,Negative,-0.7351,Negative
i hope they were planning on getting a new quart after ruining that one 😑😑😑,-0.311,Positive,0.2263,Positive
that rage monster scene hunted me so much😥😣,-0.045,Neutral,-0.023,Neutral
i love how the rage monster always manages to exceed my expectations,0.0,Positive,0.1531,Positive
who am i nyeeeeehh you 😂😂😂,0.221,Positive,0.8271,Positive
mr expiration that is me 🙈,0.432,Neutral,0.0,Positive
every stereotyped they make have rage monster obviously but who causes the rage monster cody j j😂😂,0.221,Neutral,-0.0258,Neutral
the rage monster went insane on this one😁,0.449,Negative,-0.5106,Negative
i am going to like it because that floor do 😥,0.122,Positive,0.4767,Positive
am i the only one who has all these things always in the grocer store😂😂,0.221,Positive,0.7003,Positive
imagine of one stereotyped there is no rage monster 😭😭😭😭😭😭😣😣😣😫😫😫😓,-0.1314615384615384,Negative,-0.9806,Negative
soccer stereotyped,0.0,Negative,-0.296,Negative
not the court😢,0.007,Positive,0.3724,Positive
that 15 items guy felony or misdemeanors,0.0,Negative,-0.5423,Negative
who all waits for the rage monster while watching any of the stereotyped video 😂,0.221,Negative,-0.4404,Negative
i going to need more tape 😂,0.221,Positive,0.4404,Positive
5 minute crafts literally copied the whole thing 😒,-0.374,Neutral,0.0,Negative
why destroy a perfect good court😂,0.221,Positive,0.7184,Positive
a he she said😏,0.332,Neutral,0.0,Positive
"Worst fucking business decision ever, what a joke 💼🤬",0.529,Negative,-0.4404,Negative
noooooo wayyyyyyyyyyyy 😨,-0.14,Negative,-0.4939,Negative
rip basketball court😂,0.221,Positive,0.4404,Positive
i hope they were replacing that court anyway 😂,0.221,Positive,0.7003,Positive
of ty destroyed the court😱😳,0.104,Negative,-0.7506,Negative
😍😍😍😍range monster,0.678,Positive,0.9001,Positive
a he you should see garrett39s expression 😂😂😂😆😆😆,0.315,Positive,0.9349,Positive
😂,0.221,Positive,0.4404,Positive
They ruined the entire series with this episode 🤢🤯  ,0.0,Negative,-0.4767,Negative
eeeeeeskittttttitttttttttttt l it,0.0,Positive,0.4588,Positive
the rage ,0.0,Negative,-0.5574,Negative
produce inspector ha after touching all of those with his bare hands he should be produce infection😂😂😂😂😂,0.221,Positive,0.9423,Positive
how much money do they have 😂,0.221,Positive,0.4404,Positive
4 25 😂😂😂😂,0.221,Positive,0.891,Positive
You're a dumbass if you fall for this scam 🤡💸  ,0.159,Negative,-0.8391,Negative
there couuurrrtttttt😭😭😭😭,-0.093,Negative,-0.9081,Negative
"The WiFi in this place is a joke, can't even load a page 📶🐌  ",0.4485,Positive,0.296,Positive
😂😂 lipped tied shopping carts,0.221,Positive,0.7003,Positive
school stereotyped imagine ty destroying a classroom 😂😂😂,0.221,Positive,0.6705,Positive
"This fast food place is nasty as fuck, never eating here again 🍔🤢  ",0.277,Negative,-0.7964,Negative
i am the cart probe 😂😭🙄,0.064,Negative,-0.0516,Neutral
funny hata😂,0.221,Positive,0.7003,Positive
i like the hungry shipper,0.0,Positive,0.3612,Positive
i am 71 sobs away from 800 anyone  please 😢😂doing giveaway at k sobs,0.114,Negative,-0.8658,Negative
i love these stereotyped video ,0.0,Positive,0.4588,Positive
is the court okay 😂,0.221,Positive,0.5859,Positive
you all r so dam good just loved you all🙌🙌🙌,0.559,Positive,0.7951,Positive
a he 😂😂😂😂,0.221,Positive,0.891,Positive
this was the best rage monster😂😂,0.221,Positive,0.7506,Positive
like if youdude perfect,0.0,Positive,0.7351,Positive
i came for the rage monster ll 😂,0.221,Negative,-0.1779,Negative
i waited a long time for this,0.0,Neutral,0.0,Neutral
nice stereotyped keep it up,0.0,Positive,0.1531,Positive
damn that makes me cringe everytime for the rage monster like so much damage,0.0,Negative,-0.8062,Negative
😙😂😂,0.4066666666666667,Positive,0.91,Positive
ohhhhthat basketball courtbrrip court😑,-0.311,Neutral,0.0,Negative
the mon and kid in the beginning are so confused 😂,0.221,Neutral,-0.0236,Neutral
my sister and i love your video😍😘😀😆😗😙😚,0.6364285714285715,Positive,0.9819,Positive
rage monster really😂😂,0.221,Positive,0.235,Positive
 this is front she is confused 1 likeunderstands better,0.0,Positive,0.1531,Positive
how much to fix the whole basketball court😂😂😂,0.221,Positive,0.8271,Positive
"This product is a fucking scam, don’t waste your money 💸🤬",0.159,Negative,-0.7939,Negative
psidufhdirhfirhritntkjfifntifjfyjfkykgk,0.0,Neutral,0.0,Neutral
😳😐😵wood  the rage monster is craaaazyyy this time likes poor basketball court,-0.0949999999999999,Negative,-0.7003,Negative
for every like ill add an eggplant,0.0,Negative,-0.0772,Negative
waste so much food ,0.0,Negative,-0.4215,Negative
amazing video zarnaz 😍😘,0.6895,Positive,0.8625,Positive
😂 i identify myself with too many,0.221,Positive,0.4404,Positive
love to watch you are video lots of love from india ,0.0,Positive,0.8555,Positive
"This trend needs to die already, so annoying 😩🔥  ",-0.1144999999999999,Negative,-0.8927,Negative
do you seriously destroyed your basketball court 😦😦,-0.368,Negative,-0.8271,Negative
who is  and ,0.0,Neutral,0.0,Neutral
a he that39s so me😂😂😂,0.221,Positive,0.8271,Positive
i laughed at purple hosmer  when he squished the avocado 😂,0.221,Positive,0.7096,Positive
a he jake and loan paul 😂,0.221,Positive,0.4404,Positive
why did he break this  😞,-0.118,Negative,-0.561,Negative
item the hungry shipper and the sample thief 😂😂😂😂😂😂,0.221,Positive,0.9186,Positive
a he cody steals garrett food ,0.0,Negative,-0.5106,Negative
what about the person who changes their mind about something and leaves it in a totally random spot i work at palmar and half of my job is fixing that 😂,0.221,Positive,0.4404,Positive
i am a small youtuber,0.0,Neutral,0.0,Neutral
up how many likes can i get for due perfect😘,0.701,Positive,0.8519,Positive
 cartprobs every time😂😂😂😂,0.221,Positive,0.891,Positive
i finished my check my phoneyaaaaasssss😆,0.409,Positive,0.3612,Positive
😊 and funny couture  😂,0.4325,Positive,0.8957,Positive
may 😂 so true,0.221,Positive,0.7591,Positive
cool😉,0.463,Positive,0.3182,Positive
rage monster😂😂😂😂😂😂😂😂,0.221,Positive,0.9559,Positive
i am the freeze freakout,0.0,Negative,-0.3818,Negative
i  up,0.0,Neutral,0.0,Neutral
i am the cart riderbrbrmy friends are the guy that forgets the only important thing 😂ll,0.221,Positive,0.4588,Positive
perfect video 😍,0.678,Positive,0.7717,Positive
😂😂😂😂😂😂😂😂😂😂,0.221,Positive,0.9799,Positive
the rage monster ,0.0,Negative,-0.5574,Negative
were you guns at the he plus in san antonio to,0.0,Neutral,0.0,Neutral
this is laura she has no friends br like is one friend bullets see how many friends she gets,0.0,Positive,0.7388,Positive
rage monster is the best 😂,0.221,Positive,0.5423,Positive
the basketball court 😭,-0.093,Negative,-0.4767,Negative
it snows popcorn cool 😜,0.455,Positive,0.3182,Positive
i loved the court tell know😧,-0.063,Positive,0.2732,Positive
You're an idiot if you think this is innovative 🤡💡  ,0.6,Negative,-0.1027,Positive
1 like  1 prayer for the  basketball court,0.0,Positive,0.3612,Positive
is in chat for the avocado 😢 a he,0.007,Negative,-0.4767,Negative
do not play food 😡,-0.173,Negative,-0.2584,Negative
i always die laughing with the rage monster 😂😂,0.221,Positive,0.128,Positive
why the basketball court,0.0,Neutral,0.0,Neutral
The WiFi at this place is slower than my dead grandma’s internet 📶🐢,0.225,Negative,-0.6486,Negative
item back  😈,0.265,Positive,0.4588,Positive
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0.221,Positive,0.9989,Positive
oh my gash he just told the cash register i am laughing so hard 😂,0.221,Positive,0.6409,Positive
a he  a he thanks destroying half of the court 😀,0.568,Positive,0.2023,Positive
i like the rage monsters😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0.221,Positive,0.9902,Positive
you should do a pool stereotyped,0.0,Negative,-0.296,Negative
i love how in every stereotyped there is the rage monster i love it 😂😂😂,0.221,Positive,0.9062,Positive
my favourite is monster rage when he get angry😡,-0.173,Negative,-0.7845,Negative
if you find something difference please leave a like 😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈,0.2650000000000001,Positive,0.9992,Positive
item the hungry shipper 😐😐😐😐😑😑😑😑😔😔😔😔,-0.2816666666666666,Positive,0.296,Positive
the stereotyped music the old days 😆,0.409,Positive,0.0772,Positive
a he  a he i died 😂😂😂😂😂😂,0.221,Positive,0.9153,Positive
a he i do not need eggsbrbr😅😅,0.178,Positive,0.1002,Positive
i hate ty😧😧😧😧😧😧😧😧😧😧😵😵😵😵,-0.0207142857142857,Negative,-0.9858,Negative
sub to mebrbri will sub back brbreasy come on please,0.0,Positive,0.3182,Positive
i am totally the one trip master xdbrfriend stephen do not carry all of those bags in at oncebrme do not worry i got this 😎,0.491,Positive,0.7101,Positive
store of due perfect😍,0.678,Positive,0.7717,Positive
why wasted food items😑,-0.311,Negative,-0.4939,Negative
😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😎😎😃😃😃,0.5517200000000002,Positive,0.995,Positive
ply stop wasting food up😕,-0.397,Negative,-0.7351,Negative
😂😂😂😂😂😂,0.221,Positive,0.9468,Positive
😂😁😃😊😑😤😱                              ltltltltmy evolution of emotions as he thrashed the court,0.2201428571428571,Positive,0.8225,Positive
finally another stereotyped video,0.0,Negative,-0.296,Negative
everyone so concerned about the basket ball court my heart broke when all that food was destroyed not everyone can afford food like that you know 😭,-0.093,Negative,-0.34,Negative
i changed my comment so you do not know how i got so many likesbut you will probably figure it out by reading the replies 😐😐,-0.388,Neutral,0.0,Negative
do public stereotyped 😂,0.221,Positive,0.1779,Positive
am i the only one concerned about the destruction of the court  😂,0.221,Negative,-0.2023,Negative
hungary,0.0,Neutral,0.0,Neutral
when the guy reached for the phone did tyler try to grab something missed and ran away 😂 😂,0.221,Positive,0.6124,Positive
the court😱😢,0.0985,Negative,-0.836,Negative
i love the rage monster hata😡😡😡😡,-0.173,Positive,0.1531,Positive
oh my god every christmas i hope and pray for a basketball court en you guns destroy a beautiful court my eyes are burning😢😢,0.007,Positive,0.128,Positive
a he 😂,0.221,Positive,0.4404,Positive
did anyone else notice that milk bar he,0.0,Neutral,0.0,Neutral
now i cannot believe i am early ,0.0,Neutral,0.0,Neutral
do a sleeper stereotyped brbrbrlike so they can see,0.0,Negative,-0.296,Negative
hello,0.0,Neutral,0.0,Neutral
the best hi from ,0.0,Positive,0.6369,Positive
who is favorite parts in these is rage monster 😂,0.221,Positive,0.3182,Positive
"Fucking worst speaker ever, sounds like a tin can 🔊🤡  ",0.404,Negative,-0.4391,Negative
the guy was soon mad when he was home because the guy come back and get mind then it fall down and then he was sooooo mad😡😡,-0.173,Negative,-0.7506,Negative
This remake ruined everything great about the original 😭🎥  ,0.0984999999999999,Positive,0.0516,Positive
when this did dropped  i just got into a grocer store 😂😂,0.221,Positive,0.7003,Positive
"Fucking dumbass decision, ruined everything good about the product 🔥🤦‍♂️  ",0.132,Negative,-0.7755,Negative
bout time for a new stereotyped video ,0.0,Negative,-0.296,Negative
i love the rage monster scene 😮😮,0.269,Positive,0.1531,Positive
shout out he due perfect ,0.0,Positive,0.5719,Positive
a he 😏,0.332,Neutral,0.0,Positive
is this walls way of telling us you are getting a new court 😂😂,0.221,Positive,0.7003,Positive
s,0.0,Neutral,0.0,Neutral
this is soooooo fucking true 😂😂😂😂,0.221,Positive,0.9286,Positive
l😂l utf,0.221,Positive,0.2732,Positive
not the basketball court 😥😥,0.122,Positive,0.1531,Positive
i like how they lift up the cart to get over the other cart amazing totally practical 😅,0.178,Positive,0.8434,Positive
true😂😂,0.221,Positive,0.8225,Positive
finally they did a stereotyped 🙌🙌,0.559,Negative,-0.296,Negative
finally stereotyped 😍,0.678,Positive,0.2023,Positive
i hope you guns were planning on doing the court anyway 😅,0.178,Positive,0.6597,Positive
hata😃😂,0.389,Positive,0.6597,Positive
i died when he squeezed that avocado😂,0.221,Negative,-0.1779,Negative
😁,0.449,Positive,0.4588,Positive
i would like to seewatch stereotyped thanksgiving 😉,0.463,Positive,0.0772,Positive
anyone notice that ty is always the rage monster,0.0,Negative,-0.25,Negative
ll half of these are not problems anymore because of corona 😂,0.221,Positive,0.6319,Positive
it was obey then suddenly waste the food and break things ,0.0,Negative,-0.4215,Negative
