Cleaned_Comment,Emoji_Sentiment_Score
"This fast food place is nasty as fuck, never eating here again ????  ",0.277
i am the cart probe ??????,0.064
funny hata??,0.221
i like the hungry shipper,0
i am 71 sobs away from 800 anyone  please ????doing giveaway at k sobs,0.114
i love these stereotyped video ,0
is the court okay ??,0.221
you all r so dam good just loved you all??????,0.559
a he ????????,0.221
this was the best rage monster????,0.221
like if youdude perfect,0
i came for the rage monster ll ??,0.221
i waited a long time for this,0
nice stereotyped keep it up,0
damn that makes me cringe everytime for the rage monster like so much damage,0
??????,0.4066666666666667
ohhhhthat basketball courtbrrip court??,-0.311
the mon and kid in the beginning are so confused ??,0.221
my sister and i love your video??????????????,0.6364285714285715
rage monster really????,0.221
 this is front she is confused 1 likeunderstands better,0
how much to fix the whole basketball court??????,0.221
"This product is a fucking scam, don’t waste your money ????",0.159
psidufhdirhfirhritntkjfifntifjfyjfkykgk,0
??????wood  the rage monster is craaaazyyy this time likes poor basketball court,-0.095
for every like ill add an eggplant,0
waste so much food ,0
amazing video zarnaz ????,0.6895
?? i identify myself with too many,0.221
love to watch you are video lots of love from india ,0
"This trend needs to die already, so annoying ????  ",-0.1145
do you seriously destroyed your basketball court ????,-0.368
who is  and ,0
a he that39s so me??????,0.221
i laughed at purple hosmer  when he squished the avocado ??,0.221
a he jake and loan paul ??,0.221
why did he break this  ??,-0.118
item the hungry shipper and the sample thief ????????????,0.221
a he cody steals garrett food ,0
what about the person who changes their mind about something and leaves it in a totally random spot i work at palmar and half of my job is fixing that ??,0.221
i am a small youtuber,0
up how many likes can i get for due perfect??,0.701
 cartprobs every time????????,0.221
i finished my check my phoneyaaaaasssss??,0.409
?? and funny couture  ??,0.4325
may ?? so true,0.221
cool??,0.463
rage monster????????????????,0.22100000000000003
i am the freeze freakout,0
i  up,0
i am the cart riderbrbrmy friends are the guy that forgets the only important thing ??ll,0.221
perfect video ??,0.678
????????????????????,0.22100000000000003
the rage monster ,0
were you guns at the he plus in san antonio to,0
this is laura she has no friends br like is one friend bullets see how many friends she gets,0
rage monster is the best ??,0.221
the basketball court ??,-0.093
it snows popcorn cool ??,0.455
i loved the court tell know??,-0.063
You're an idiot if you think this is innovative ????  ,0.6
1 like  1 prayer for the  basketball court,0
is in chat for the avocado ?? a he,0.007
do not play food ??,-0.173
i always die laughing with the rage monster ????,0.221
why the basketball court,0
The WiFi at this place is slower than my dead grandma’s internet ????,0.225
item back  ??,0.265
????????????????????????????????????????????????????????????????????????????????????????,0.22100000000000006
oh my gash he just told the cash register i am laughing so hard ??,0.221
a he  a he thanks destroying half of the court ??,0.568
i like the rage monsters??????????????????????????????,0.22100000000000006
you should do a pool stereotyped,0
i love how in every stereotyped there is the rage monster i love it ??????,0.221
my favourite is monster rage when he get angry??,-0.173
if you find something difference please leave a like ????????????????????????????????????????????????????????????????????????????????????????????????,0.2650000000000001
item the hungry shipper ????????????????????????,-0.281666667
the stereotyped music the old days ??,0.409
a he  a he i died ????????????,0.221
a he i do not need eggsbrbr????,0.178
i hate ty????????????????????????????,-0.020714286
sub to mebrbri will sub back brbreasy come on please,0
i am totally the one trip master xdbrfriend stephen do not carry all of those bags in at oncebrme do not worry i got this ??,0.491
store of due perfect??,0.678
why wasted food items??,-0.311
??????????????????????????????????????????????????,0.5517200000000002
ply stop wasting food up??,-0.397
????????????,0.221
??????????????                              ltltltltmy evolution of emotions as he thrashed the court,0.22014285714285714
finally another stereotyped video,0
everyone so concerned about the basket ball court my heart broke when all that food was destroyed not everyone can afford food like that you know ??,-0.093
i changed my comment so you do not know how i got so many likesbut you will probably figure it out by reading the replies ????,-0.388
do public stereotyped ??,0.221
am i the only one concerned about the destruction of the court  ??,0.221
hungary,0
when the guy reached for the phone did tyler try to grab something missed and ran away ?? ??,0.221
the court????,0.0985
i love the rage monster hata????????,-0.173
oh my god every christmas i hope and pray for a basketball court en you guns destroy a beautiful court my eyes are burning????,0.007
a he ??,0.221
did anyone else notice that milk bar he,0
now i cannot believe i am early ,0
do a sleeper stereotyped brbrbrlike so they can see,0
hello,0
the best hi from ,0
who is favorite parts in these is rage monster ??,0.221
"Fucking worst speaker ever, sounds like a tin can ????  ",0.404
the guy was soon mad when he was home because the guy come back and get mind then it fall down and then he was sooooo mad????,-0.173
This remake ruined everything great about the original ????  ,0.09849999999999999
when this did dropped  i just got into a grocer store ????,0.221
"Fucking dumbass decision, ruined everything good about the product ???????  ",0.132
bout time for a new stereotyped video ,0
i love the rage monster scene ????,0.269
shout out he due perfect ,0
a he ??,0.332
is this walls way of telling us you are getting a new court ????,0.221
s,0
this is soooooo fucking true ????????,0.221
l??l utf,0.221
not the basketball court ????,0.122
i like how they lift up the cart to get over the other cart amazing totally practical ??,0.178
true????,0.221
finally they did a stereotyped ????,0.559
finally stereotyped ??,0.678
i hope you guns were planning on doing the court anyway ??,0.178
hata????,0.389
i died when he squeezed that avocado??,0.221
??,0.449
i would like to seewatch stereotyped thanksgiving ??,0.463
anyone notice that ty is always the rage monster,0
ll half of these are not problems anymore because of corona ??,0.221
it was obey then suddenly waste the food and break things ,0
bah my mon also seems to the missed up cart ??????,0
Who the hell let this dumbass speak? His opinions are trash ????,0.421
may chistosoe re santo q haste lore??????????,0.221
that first scene is so realistic we know there are not that many men grocer shopping ??????,0.221
"Fucking useless app, does absolutely nothing right ????",0.0505
hi i com from netherlands out video39s are the best??????????,0.4514
so much wastage??,0.221
best rage monster ever ????????????????,0.22100000000000003
rage monster   ll   ????,0.5085
the chatty cashier is there worst yes susan i am making margaritas on a tuesday thanks for announcing it ,0
did you said nikelodeon??,0.123
the good floor??,-0.212
ply do football stereotyped,0
bragemonsterb,0
please make due perfect ??no more sterno types,-0.311
six minutes is definitely not enough to fit them all in guns ??,0.221
utah guns is everyone early ?????? who else is,0.221
